,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
334,The Thin Man,BeBop Jazz Essentials,Various Artists,2007-12-18,180440,0,0.916,0.554,0.541,0.00194,0.161,-11.569,0.0323,100.957,4
335,Hot House,BeBop Jazz Essentials,Various Artists,2007-12-18,186920,0,0.99,0.745,0.358,0.839,0.15,-10.546,0.0728,86.516,4
336,Milestones,BeBop Jazz Essentials,Various Artists,2007-12-18,167213,0,0.974,0.522,0.253,0.83,0.122,-12.956,0.134,80.498,3
337,Scrapple From The Apple,BeBop Jazz Essentials,Various Artists,2007-12-18,179546,0,0.816,0.593,0.409,3.05e-05,0.177,-12.699,0.0402,98.375,4
338,Woodchopper's Holiday,BeBop Jazz Essentials,Various Artists,2007-12-18,175880,0,0.988,0.717,0.267,0.934,0.107,-14.231,0.0649,116.506,4
339,Mad Lad,BeBop Jazz Essentials,Various Artists,2007-12-18,154133,0,0.502,0.503,0.608,0.797,0.106,-10.544,0.132,138.863,4
340,Crazy Chords,BeBop Jazz Essentials,Various Artists,2007-12-18,156640,0,0.746,0.43,0.478,9.94e-05,0.103,-11.838,0.0295,130.672,4
341,Opus X,BeBop Jazz Essentials,Various Artists,2007-12-18,150906,0,0.885,0.621,0.446,0.415,0.35,-8.662,0.0531,119.532,4
342,That's Right,BeBop Jazz Essentials,Various Artists,2007-12-18,184960,0,0.625,0.492,0.658,0.496,0.183,-8.083,0.179,72.004,4
343,Dexter's Mood,BeBop Jazz Essentials,Various Artists,2007-12-18,174306,0,0.91,0.661,0.231,0.803,0.112,-10.094,0.0562,127.109,3
344,Manteca,BeBop Jazz Essentials,Various Artists,2007-12-18,186000,0,0.787,0.425,0.645,0.937,0.108,-8.711,0.143,175.731,4
345,Foo's,BeBop Jazz Essentials,Various Artists,2007-12-18,172080,0,0.775,0.665,0.24,0.919,0.157,-14.507,0.166,101.42,4
346,Smooth Sailing,BeBop Jazz Essentials,Various Artists,2007-12-18,159666,0,0.818,0.605,0.393,0.491,0.143,-10.833,0.0406,125.104,4
347,Tiny's Tempo,BeBop Jazz Essentials,Various Artists,2007-12-18,175613,0,0.977,0.712,0.409,0.91,0.425,-12.933,0.0924,105.872,4
348,Loverman,BeBop Jazz Essentials,Various Artists,2007-12-18,202093,0,0.993,0.529,0.142,9.42e-05,0.136,-11.287,0.0376,112.591,4
349,Victory Ball,BeBop Jazz Essentials,Various Artists,2007-12-18,254626,0,0.636,0.633,0.506,0.418,0.312,-11.976,0.059,122.5,4
350,Woody'n You,BeBop Jazz Essentials,Various Artists,2007-12-18,175840,0,0.981,0.449,0.586,0.895,0.106,-8.927,0.0398,102.101,4
351,The Squirrel,BeBop Jazz Essentials,Various Artists,2007-12-18,180146,0,0.831,0.425,0.495,0.00741,0.0811,-8.899,0.0854,181.516,4
352,Double Talk,BeBop Jazz Essentials,Various Artists,2007-12-18,335000,0,0.776,0.537,0.581,0.516,0.0945,-8.164,0.0397,114.33,4
353,Undercurrent Blues,BeBop Jazz Essentials,Various Artists,2007-12-18,188880,0,0.805,0.508,0.485,0.074,0.205,-10.927,0.0567,96.792,4
354,Ornithology,BeBop Jazz Essentials,Various Artists,2007-12-18,181680,0,0.7,0.647,0.441,0.0539,0.177,-10.586,0.0598,110.851,4
355,The Skunk,BeBop Jazz Essentials,Various Artists,2007-12-18,178013,0,0.902,0.462,0.393,0.349,0.0714,-8.453,0.038,166.972,3
356,Epistrophy,BeBop Jazz Essentials,Various Artists,2007-12-18,187053,0,0.942,0.612,0.357,0.000145,0.142,-9.507,0.0354,134.483,4
357,Cool Breeze,BeBop Jazz Essentials,Various Artists,2007-12-18,166373,0,0.278,0.439,0.614,0.103,0.218,-9.254,0.0552,101.398,4
358,Tin Tin Deo,BeBop Jazz Essentials,Various Artists,2007-12-18,168000,0,0.951,0.635,0.457,0.151,0.262,-13.85,0.111,153.671,4
359,Dexter's - Riff,BeBop Jazz Essentials,Various Artists,2007-12-18,181546,0,0.769,0.593,0.277,0.844,0.13,-12.502,0.0655,131.57,3
360,Things To Come,BeBop Jazz Essentials,Various Artists,2007-12-18,164640,0,0.901,0.432,0.599,0.000156,0.363,-10.051,0.122,118.671,5
361,In The Middle,BeBop Jazz Essentials,Various Artists,2007-12-18,192760,0,0.99,0.419,0.513,0.87,0.231,-10.057,0.197,182.058,4
362,Wallington's Godchild,BeBop Jazz Essentials,Various Artists,2007-12-18,173733,0,0.901,0.471,0.578,0.00893,0.117,-8.678,0.0381,96.723,1
363,Wail,BeBop Jazz Essentials,Various Artists,2007-12-18,164386,0,0.861,0.453,0.575,0.815,0.1,-9.994,0.0785,102.511,4
364,Tempus Fugit,BeBop Jazz Essentials,Various Artists,2007-12-18,148413,0,0.957,0.421,0.456,0.952,0.139,-15.774,0.0306,78.733,4
365,Embraceable You,BeBop Jazz Essentials,Various Artists,2007-12-18,204893,0,0.906,0.484,0.253,0.311,0.104,-11.571,0.0407,67.82,4
366,The Moose,BeBop Jazz Essentials,Various Artists,2007-12-18,155253,0,0.859,0.64,0.324,0.667,0.149,-13.197,0.0394,144.48,4
367,If You Could See Me Now,BeBop Jazz Essentials,Various Artists,2007-12-18,170546,0,0.817,0.295,0.156,0.412,0.165,-13.362,0.0333,84.956,4
368,Disorder At The Border,BeBop Jazz Essentials,Various Artists,2007-12-18,172880,0,0.991,0.533,0.366,0.834,0.123,-10.696,0.0504,166.175,4
369,How High The Moon,BeBop Jazz Essentials,Various Artists,2007-12-18,151240,0,0.408,0.388,0.465,0.0245,0.0401,-11.325,0.145,195.675,4
370,Hallelujah,BeBop Jazz Essentials,Various Artists,2007-12-18,238920,0,0.9,0.68,0.403,0.421,0.2,-8.359,0.0528,148.742,4
371,Bop Alley,BeBop Jazz Essentials,Various Artists,2007-12-18,187813,0,0.849,0.468,0.603,0.00312,0.0807,-10.849,0.0427,138.176,3
372,Koko,BeBop Jazz Essentials,Various Artists,2007-12-18,176840,0,0.93,0.549,0.512,0.196,0.0771,-8.301,0.036,148.721,4
373,Bebop In Pastel,BeBop Jazz Essentials,Various Artists,2007-12-18,177706,0,0.986,0.505,0.375,0.817,0.112,-9.883,0.0449,180.997,4
374,Dizzy Atmosphere,BeBop Jazz Essentials,Various Artists,2007-12-18,166746,0,0.988,0.529,0.482,0.781,0.129,-9.876,0.0707,132.319,4
375,Groovin' High,BeBop Jazz Essentials,Various Artists,2007-12-18,158746,0,0.97,0.557,0.439,0.933,0.149,-12.603,0.0665,96.914,4
376,Jay Bird,BeBop Jazz Essentials,Various Artists,2007-12-18,181133,0,0.991,0.7,0.394,0.919,0.144,-13.066,0.0545,114.524,4
377,Crossing The Channel,BeBop Jazz Essentials,Various Artists,2007-12-18,171626,0,0.879,0.352,0.727,0.00358,0.263,-9.103,0.0539,147.076,4
378,Indiana,BeBop Jazz Essentials,Various Artists,2007-12-18,158906,0,0.984,0.382,0.404,0.889,0.129,-17.359,0.0381,169.015,4
379,Ruby My Dear,BeBop Jazz Essentials,Various Artists,2007-12-18,188840,0,0.976,0.589,0.216,0.557,0.128,-15.355,0.0447,72.858,4
380,Focus,BeBop Jazz Essentials,Various Artists,2007-12-18,182026,0,0.961,0.46,0.235,0.874,0.164,-14.289,0.0345,174.745,4
381,Disc Jockey Jump,BeBop Jazz Essentials,Various Artists,2007-12-18,190840,0,0.916,0.679,0.541,0.545,0.125,-8.581,0.17,110.113,4
382,Blue Lou,BeBop Jazz Essentials,Various Artists,2007-12-18,181813,0,0.685,0.648,0.467,0.116,0.232,-11.439,0.0852,110.935,4
383,Jumpin' There,BeBop Jazz Essentials,Various Artists,2007-12-18,188400,0,0.881,0.432,0.437,0.275,0.112,-10.512,0.0933,156.118,4
384,All God's Children Got Rhythm,BeBop Jazz Essentials,Various Artists,2007-12-18,169506,0,0.744,0.574,0.397,0.377,0.0697,-10.485,0.0985,146.367,4
385,Ool-Ya-Koo,BeBop Jazz Essentials,Various Artists,2007-12-18,171080,0,0.948,0.734,0.716,0.000394,0.465,-10.204,0.4,115.39,4
386,The Man I Love,BeBop Jazz Essentials,Various Artists,2007-12-18,203013,0,0.825,0.582,0.197,0.824,0.0724,-12.686,0.0688,62.152,4
387,Thrivin' On A Riff,BeBop Jazz Essentials,Various Artists,2007-12-18,185653,0,0.819,0.599,0.366,0.00773,0.111,-11.618,0.0645,118.106,4
388,Wee Dot,BeBop Jazz Essentials,Various Artists,2007-12-18,149440,0,0.884,0.5,0.36,0.777,0.102,-9.43,0.0456,161.145,4
389,Bebop Spoken Here,BeBop Jazz Essentials,Various Artists,2007-12-18,168800,0,0.893,0.532,0.321,1.31e-06,0.225,-9.31,0.137,151.518,4
390,Second Balcony Jump,BeBop Jazz Essentials,Various Artists,2007-12-18,174893,0,0.869,0.486,0.464,0.889,0.0841,-8.248,0.165,85.778,4
391,Move,BeBop Jazz Essentials,Various Artists,2007-12-18,155426,0,0.797,0.503,0.415,0.0156,0.137,-12.2,0.093,134.949,4
392,Okiedoke,Bird: The Complete Charlie Parker On Verve,Charlie Parker,1988-01-01,181866,0,0.878,0.59,0.713,0.802,0.267,-8.328,0.0454,106.582,4
393,Ornithology - Live - Storyville,100 Best Of Blue Note,Various Artists,2010,265853,0,0.833,0.601,0.407,0.055,0.133,-13.615,0.0532,116.426,4
394,Salt Peanuts,The Quintet Live in Toronto,Various Artists,2012-01-17,463440,0,0.31,0.474,0.435,0.652,0.31,-17.207,0.0457,153.981,3
395,The Hunt (Rocks 'n Shoals),Bebop Live Concerts Vol. 5 (1947),Charlie Shavers,2008,1088279,0,0.937,0.565,0.673,0.757,0.819,-10.797,0.0891,117.393,4
396,Crow's Nest,Live in 'Frisco,Stan Getz,2012-01-16,485026,0,0.963,0.423,0.419,0.0464,0.1,-13.89,0.0449,196.126,4
397,Big Bear,Live in 'Frisco,Stan Getz,2012-01-16,265786,0,0.978,0.619,0.336,0.272,0.111,-14.833,0.0321,104.156,4
398,How Deep Is the Ocean,Moonlight in Vermont,Stan Getz,2012-04-24,171015,0,0.973,0.44,0.169,0.00327,0.142,-15.705,0.0454,174.178,4
399,Minor Blues,Moonlight in Vermont,Stan Getz,2012-04-24,422418,0,0.97,0.507,0.165,0.86,0.109,-16.25,0.0446,144.719,4
400,Fat Boy Parts 1 & 2,Bebop: Volume 1,Various Artists,1997,344405,0,0.995,0.596,0.232,0.905,0.638,-14.647,0.0712,103.399,4
401,Manteca,Bebop: Volume 1,Various Artists,1997,186893,0,0.982,0.553,0.488,0.891,0.0991,-15.901,0.0812,87.727,4
402,Donna Lee,Bebop: Volume 1,Various Artists,1997,156640,0,0.985,0.693,0.389,0.842,0.581,-11.764,0.0584,112.599,3
403,The Chase,Bebop: Volume 1,Various Artists,1997,409653,0,0.994,0.631,0.26,0.911,0.111,-11.41,0.115,114.423,4
404,Royal Roost,Bebop: Volume 1,Various Artists,1997,176133,0,0.994,0.733,0.334,0.92,0.109,-11.516,0.0473,104.049,4
405,Four Brothers,Bebop: Volume 1,Various Artists,1997,197733,0,0.968,0.588,0.592,0.418,0.44,-7.742,0.0433,109.69,4
406,Yardbird Suite,Bebop: Volume 1,Various Artists,1997,200106,0,0.971,0.503,0.391,0.808,0.19,-11.07,0.215,169.592,4
407,52nd Street Theme,Bebop: Volume 1,Various Artists,1997,168693,0,0.99,0.742,0.483,0.911,0.384,-8.421,0.0379,109.413,4
408,Half Step Down Please,Bebop: Volume 1,Various Artists,1997,184706,0,0.968,0.674,0.496,0.928,0.0628,-9.041,0.0398,94.565,4
409,Allen's Alley,Bebop: Volume 1,Various Artists,1997,183226,0,0.994,0.655,0.371,0.829,0.174,-10.662,0.0563,131.695,4
410,Off Minor,Bebop: Volume 1,Various Artists,1997,137266,0,0.994,0.586,0.281,0.884,0.154,-17.338,0.0299,97.679,4
411,The Street Beat,Bebop: Volume 1,Various Artists,1997,153213,0,0.936,0.7,0.519,0.892,0.24,-9.733,0.0559,113.523,4
412,'Round Midnight,Bebop: Volume 1,Various Artists,1997,191893,0,0.992,0.555,0.191,0.89,0.115,-15.48,0.0457,120.144,4
413,Salt Peanuts,Bebop: Volume 1,Various Artists,1997,194986,0,0.946,0.606,0.455,0.527,0.304,-7.834,0.135,100.975,3
414,Night in Tunisia,Bebop: Volume 1,Various Artists,1997,184880,0,0.96,0.489,0.428,0.516,0.102,-9.117,0.0502,175.626,4
415,Milestones,Bebop: Volume 1,Various Artists,1997,158426,0,0.992,0.538,0.18,0.604,0.139,-14.85,0.0981,160.894,3
416,Epistrophy,Bebop: Volume 1,Various Artists,1997,188613,0,0.984,0.583,0.346,0.0198,0.149,-9.523,0.0391,133.593,4
417,Bud's Bubble,Bebop: Volume 1,Various Artists,1997,150146,0,0.99,0.412,0.431,0.915,0.258,-14.589,0.0348,142.453,4
418,Now's the Time,Bebop: Volume 1,Various Artists,1997,198866,0,0.989,0.645,0.215,0.933,0.131,-9.841,0.0426,127.351,4
419,Lester's Be Bop,Bebop: Volume 1,Various Artists,1997,194546,0,0.716,0.591,0.324,0.4,0.0689,-13.034,0.065,148.935,4
420,January V,M'Boom,Max Roach,1980,203600,20,0.856,0.368,0.163,0.00381,0.116,-17.181,0.0437,169.173,5
421,Like Young (Perry Como w/Michael Ayres),The Beat Generation - Music & Poetry,Various Artists,2010-09-01,173000,0,0.847,0.595,0.227,0.0,0.366,-12.603,0.049,110.015,4
422,Scrapple From The Apple,The Beat Generation - Music & Poetry,Various Artists,2010-09-01,173400,0,0.954,0.643,0.456,0.804,0.167,-9.141,0.0403,99.982,4
423,Bebopper,The Beat Generation - Music & Poetry,Various Artists,2010-09-01,164466,0,0.935,0.607,0.141,0.0,0.148,-15.438,0.0599,115.028,4
424,Yip Roc Heresy,The Beat Generation - Music & Poetry,Various Artists,2010-09-01,148973,0,0.593,0.697,0.52,0.0,0.185,-11.889,0.246,79.741,4
425,Nutty,The Beat Generation - Music & Poetry,Various Artists,2010-09-01,397600,0,0.486,0.542,0.367,7.25e-06,0.177,-10.243,0.0351,139.063,4
426,Vout Oreenee,Vout For Voutoreenees,Slim Gaillard,2000-01-01,185266,0,0.953,0.806,0.0396,8.15e-05,0.0531,-16.602,0.0628,108.9,4
427,Boppin' a Riff Part 1 and Part 2 (1946),New York City 46 47 48 (Remastered),Fats Navarro,2012-10-04,329082,0,0.972,0.594,0.504,0.447,0.132,-4.09,0.0756,94.146,4
428,Fat Boy Part 1 and Part 2 (1946),New York City 46 47 48 (Remastered),Fats Navarro,2012-10-04,340004,0,0.924,0.569,0.523,0.0929,0.559,-3.592,0.0413,106.904,4
429,Everything's Cool Part 1 and 2 (1946),New York City 46 47 48 (Remastered),Fats Navarro,2012-10-04,346930,0,0.937,0.55,0.582,0.0312,0.0862,-3.236,0.0574,88.253,4
430,Fat Girl (1946),New York City 46 47 48 (Remastered),Fats Navarro,2012-10-04,139272,0,0.857,0.656,0.67,2.67e-05,0.672,-2.031,0.0802,98.482,4
431,All God's Chillun Got Rhythm,"Sonny Stitt, Bud Powell, J.J. Johnson",Sonny Stitt,1982,177640,0,0.797,0.458,0.559,0.0714,0.463,-9.826,0.0357,138.632,4
432,People Will Say We're in Love,Tranquility,Lee Konitz,2013-05-25,295880,7,0.945,0.621,0.132,0.305,0.129,-17.852,0.0536,108.46,4
433,Hi Beck,Jazz at Storyville,Lee Konitz,2013-05-25,511706,5,0.9,0.563,0.401,0.127,0.402,-11.439,0.126,122.871,4
434,Profression,"Subconscious Lee, Konitz Meets Mulligan, the Real Lee Konitz : Tranquility",Lee Konitz,2012-06-30,182256,6,0.973,0.68,0.337,0.00466,0.341,-15.013,0.0402,118.003,4
435,Progression,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,178703,0,0.744,0.653,0.599,0.000435,0.224,-7.644,0.035,118.508,4
436,Tautology,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,164612,0,0.792,0.624,0.444,0.0103,0.303,-7.891,0.0382,117.493,4
437,Retrospection,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,186732,0,0.991,0.488,0.296,0.634,0.312,-10.833,0.0336,127.925,4
438,Subconscius Lee,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,167879,0,0.859,0.678,0.473,0.00194,0.185,-9.798,0.0442,123.419,3
439,Judy,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,172933,0,0.982,0.478,0.258,0.8,0.156,-14.109,0.0368,141.588,4
440,Wow,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,200599,0,0.89,0.554,0.44,0.016,0.183,-7.649,0.0389,87.219,4
441,Crosscurrent,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,169706,0,0.802,0.665,0.298,0.0718,0.574,-10.132,0.053,128.124,4
442,Yesterdays,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,167853,0,0.933,0.343,0.356,0.751,0.147,-11.065,0.0298,144.727,4
443,Marionette,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,182693,0,0.797,0.386,0.268,0.00202,0.294,-11.971,0.0406,172.658,4
444,Sax Of A Kind,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,179599,0,0.789,0.6,0.297,1.57e-05,0.354,-10.632,0.0416,129.179,3
445,Intuition,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,146533,0,0.965,0.579,0.246,0.68,0.137,-10.754,0.0526,122.295,4
446,Digression,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,181573,0,0.961,0.402,0.212,0.912,0.101,-12.297,0.0305,108.011,4
447,Ju-Ju,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,134546,0,0.91,0.525,0.549,0.0202,0.313,-8.738,0.0336,127.474,4
448,Pastime,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,218453,0,0.917,0.32,0.372,0.019,0.241,-9.941,0.0312,83.458,4
449,Line Up,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,211546,0,0.848,0.434,0.549,0.0134,0.168,-9.263,0.0301,131.109,3
450,Requiem,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,290826,0,0.994,0.507,0.437,0.924,0.116,-10.339,0.0732,113.016,4
451,Turkish Mambo,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,218119,0,0.983,0.675,0.442,0.911,0.0922,-8.414,0.0306,153.751,5
452,East Thirty-Second,Lennie Tristano Vol. 2 (1949-55),Lennie Tristano,2008,270413,0,0.853,0.468,0.603,0.11,0.321,-8.98,0.0293,129.262,4
453,Out On A Limb,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,160890,0,0.991,0.484,0.286,0.897,0.122,-14.298,0.0333,157.623,3
454,I Can't Get Started - Sessionversion 1,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,174893,0,0.994,0.491,0.303,0.924,0.107,-14.054,0.0339,142.184,4
455,I Surrender Dear,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,186240,0,0.989,0.464,0.28,0.93,0.108,-16.488,0.033,138.702,4
456,Interlude,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,185720,0,0.992,0.414,0.281,0.913,0.103,-14.36,0.0401,184.089,4
457,I Can't Get Started - Sessionversion 2,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,173600,0,0.995,0.46,0.309,0.939,0.129,-14.572,0.0332,152.135,4
458,Night In Tunisia,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,141186,0,0.994,0.499,0.183,0.921,0.108,-16.53,0.0555,182.867,4
459,Blue Boy,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,168920,0,0.986,0.714,0.231,0.86,0.112,-14.508,0.0363,98.802,4
460,Atonement,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,146746,0,0.995,0.557,0.194,0.905,0.105,-15.055,0.0342,74.512,4
461,Coolin’ Off With Ulanov,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,168706,0,0.99,0.508,0.271,0.845,0.128,-13.371,0.0382,167.582,4
462,Supersonic,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,199133,0,0.99,0.38,0.398,0.949,0.12,-9.36,0.0333,165.929,4
463,On A Planet,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,197839,0,0.994,0.376,0.319,0.882,0.113,-10.749,0.0408,199.425,3
464,Air Pocket,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,164946,0,0.993,0.604,0.419,0.88,0.178,-8.922,0.0323,122.501,4
465,Celestia,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,174453,0,0.995,0.468,0.336,0.908,0.132,-10.675,0.0336,141.429,4
466,Freedom,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,217880,0,0.974,0.545,0.336,0.908,0.115,-14.339,0.0333,97.556,4
467,Parallel,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,147920,0,0.993,0.527,0.389,0.856,0.123,-10.716,0.037,110.084,4
468,Apellation,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,113626,0,0.995,0.48,0.37,0.898,0.11,-12.732,0.0343,140.574,4
469,Abstraction,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,159026,0,0.996,0.586,0.266,0.949,0.112,-15.068,0.0396,133.126,4
470,Palimpsest,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,157493,0,0.996,0.625,0.229,0.876,0.105,-15.087,0.0609,115.054,4
471,Dissonance,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,157213,0,0.99,0.435,0.355,0.857,0.314,-14.178,0.0381,204.652,4
472,Through These Portals,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,135760,0,0.987,0.532,0.459,0.577,0.355,-9.605,0.0377,92.832,4
473,Speculation,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,143999,0,0.994,0.452,0.392,0.929,0.343,-10.729,0.0336,71.315,4
474,New Sound,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,136186,0,0.984,0.626,0.483,0.859,0.226,-8.195,0.0387,87.977,4
475,Resemblance,Lennie Tristano Vol. 1 (1946-49),Lennie Tristano,2008,141586,0,0.989,0.448,0.383,0.941,0.186,-11.132,0.0527,177.211,4
476,Subconscious Lee,From Newport to Nice,Lee Konitz,2013-02-17,327209,3,0.295,0.564,0.355,3.07e-05,0.248,-13.737,0.0616,143.756,4
477,Bopland (Byas-a-Drink) - Live,"Bopland: The Legendary Elks Club Concert, L.A. 1947",Dexter Gordon,2010-01-27,1209893,0,0.693,0.454,0.714,0.0435,0.709,-7.536,0.101,77.991,4
478,Sugar Hips,Wardell Gray Vol. 2 (1948-49),Wardell Gray,2008,171906,5,0.939,0.59,0.2,0.285,0.131,-12.765,0.0445,139.941,4
479,Light Gray,Wardell Gray Vol. 2 (1948-49),Wardell Gray,2008,154703,5,0.975,0.609,0.538,0.639,0.108,-8.704,0.0334,136.733,4
480,Blue 'N' Boogie,Be-Bop Classics,Various Artists,2009-11-02,175800,0,0.894,0.644,0.418,0.0606,0.0941,-13.224,0.0527,100.843,4
481,Groovin' High,Be-Bop Classics,Various Artists,2009-11-02,160066,0,0.941,0.716,0.276,0.0258,0.125,-11.417,0.0398,95.339,4
482,The Street Beat,Be-Bop Classics,Various Artists,2009-11-02,151133,0,0.692,0.651,0.449,0.651,0.242,-13.257,0.0715,113.281,4
483,Ko Ko,Be-Bop Classics,Various Artists,2009-11-02,174466,0,0.926,0.526,0.426,0.0581,0.192,-11.153,0.0412,149.576,4
484,Anthropology,Be-Bop Classics,Various Artists,2009-11-02,160666,0,0.707,0.727,0.507,0.113,0.0555,-11.162,0.0457,121.348,4
485,Night In Tunisia,Be-Bop Classics,Various Artists,2009-11-02,187866,0,0.908,0.508,0.355,0.0132,0.116,-14.303,0.0982,170.4,4
486,Ornithology,Be-Bop Classics,Various Artists,2009-11-02,180933,0,0.911,0.497,0.327,0.00385,0.136,-14.318,0.164,74.643,3
487,Oop Bop Sh' Bam,Be-Bop Classics,Various Artists,2009-11-02,178733,0,0.749,0.654,0.385,0.232,0.239,-14.995,0.074,78.204,4
488,Lover Man,Be-Bop Classics,Various Artists,2009-11-02,199066,0,0.979,0.606,0.136,0.673,0.556,-14.934,0.0472,130.552,4
489,Cool Blues,Be-Bop Classics,Various Artists,2009-11-02,141333,0,0.971,0.65,0.165,0.845,0.184,-16.664,0.0504,111.324,4
490,Cheryl,Be-Bop Classics,Various Artists,2009-11-02,179600,0,0.872,0.403,0.501,0.000324,0.236,-11.909,0.14,177.7,4
491,Bean-A-Re-Bop,Be-Bop Classics,Various Artists,2009-11-02,156400,0,0.794,0.463,0.416,0.039,0.127,-9.991,0.183,198.126,3
492,Oop-Pop-A-Da,Be-Bop Classics,Various Artists,2009-11-02,189400,0,0.938,0.609,0.353,0.0751,0.105,-12.89,0.068,91.817,4
493,Constellation,Be-Bop Classics,Various Artists,2009-11-02,146600,0,0.863,0.48,0.468,0.00999,0.342,-12.855,0.126,84.529,4
494,Boperation,Be-Bop Classics,Various Artists,2009-11-02,186933,0,0.963,0.452,0.337,0.322,0.283,-12.774,0.0585,173.092,4
495,Sid's Delight,Be-Bop Classics,Various Artists,2009-11-02,172266,0,0.556,0.447,0.407,0.00239,0.286,-12.324,0.0504,163.156,4
496,Capitolizing,Be-Bop Classics,Various Artists,2009-11-02,161866,0,0.943,0.735,0.249,2.49e-05,0.174,-17.661,0.0764,125.485,4
497,Passport,Be-Bop Classics,Various Artists,2009-11-02,177600,0,0.899,0.437,0.344,0.0703,0.187,-15.468,0.101,200.642,4
498,Dance Of The Infidels,Be-Bop Classics,Various Artists,2009-11-02,172466,0,0.956,0.434,0.298,0.868,0.06,-15.323,0.0392,176.269,4
499,Leap Frog,Be-Bop Classics,Various Artists,2009-11-02,148400,0,0.726,0.416,0.685,0.0595,0.0932,-10.761,0.0648,164.801,4
500,Swedish Schnapps,Be-Bop Classics,Various Artists,2009-11-02,194000,0,0.984,0.541,0.362,0.862,0.17,-15.176,0.0417,102.594,4
501,April Skies,Be-Bop Classics,Various Artists,2009-11-02,182466,0,0.937,0.683,0.27,0.315,0.629,-14.34,0.0609,148.575,4
502,Get Happy,Be-Bop Classics,Various Artists,2009-11-02,293200,0,0.857,0.48,0.461,0.0339,0.367,-14.981,0.0435,135.442,4
503,Now's The Time,Be-Bop Classics,Various Artists,2009-11-02,181466,0,0.705,0.39,0.422,0.00538,0.354,-14.424,0.0487,200.611,4
504,Norman's Blues,New York Jazz,Sonny Stitt,1956-01-01,159240,0,0.169,0.524,0.617,0.000251,0.0462,-9.19,0.043,126.64,4
505,I Know That You Know,New York Jazz,Sonny Stitt,1956-01-01,266800,0,0.239,0.503,0.556,6e-05,0.116,-9.073,0.108,118.438,4
506,If I Had You,New York Jazz,Sonny Stitt,1956-01-01,376653,0,0.833,0.585,0.225,0.0345,0.171,-10.568,0.0381,113.331,4
507,Alone Together,New York Jazz,Sonny Stitt,1956-01-01,291840,0,0.508,0.562,0.35,0.00316,0.11,-10.469,0.0423,118.481,3
508,Twelfth Street Rag,New York Jazz,Sonny Stitt,1956-01-01,211346,0,0.127,0.524,0.637,0.00858,0.142,-9.034,0.0468,154.211,4
509,Down Home Blues,New York Jazz,Sonny Stitt,1956-01-01,310746,0,0.629,0.467,0.394,0.0105,0.226,-9.215,0.0437,76.943,4
510,Sonny's Tune,New York Jazz,Sonny Stitt,1956-01-01,330266,0,0.132,0.556,0.556,5.55e-05,0.295,-9.454,0.0373,92.658,4
