,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
343,Oyeme Nena,Commercial,Los Amigos Invisibles,2009-05-26,266066,0,0.718,0.465,0.718,0.753,1.25e-05,0.0926,-6.214,0.0447,102.04,4
344,Playa Azul,The Venezuelan Zinga Son Vol. 1,Los Amigos Invisibles,2007-03-26,279773,35,0.632,0.232,0.632,0.742,0.109,0.0662,-8.238,0.0416,175.94,4
345,Ease Your Mind,The Venezuelan Zinga Son Vol. 1,Los Amigos Invisibles,2007-03-26,472546,17,0.676,0.00481,0.676,0.897,0.0369,0.135,-6.635,0.0312,125.993,4
346,Mujer Policía,Arepa 3000,Los Amigos Invisibles,2000,248506,31,0.805,0.0122,0.805,0.911,0.0884,0.0589,-6.088,0.0492,112.038,4
347,Ultra-Funk,The New Sound of the Venezuelan Gozadera,Los Amigos Invisibles,1998,218666,37,0.667,0.0141,0.667,0.903,0.00915,0.309,-6.451,0.0398,109.463,4
348,Metrotech,Metrotech,Public Access T.V.,2017-11-03,212962,0,0.869,0.115,0.869,0.586,0.0892,0.11,-6.197,0.0408,119.47,4
349,End of an Era,Never Enough,Public Access T.V.,2016-09-30,166581,0,0.64,0.139,0.64,0.812,9.41e-06,0.127,-2.489,0.089,132.001,4
350,Evil Disco,Never Enough,Public Access T.V.,2016-09-30,188425,0,0.74,0.012,0.74,0.75,0.000898,0.0917,-3.649,0.0342,125.922,4
351,All We Want,Public Access,Public Access T.V.,2015-01-01,234840,0,0.617,0.0117,0.617,0.83,0.000426,0.19,-4.382,0.0427,101.986,4
352,I Don't Wanna Live in California,Never Enough,Public Access T.V.,2016-09-30,216905,0,0.418,0.000154,0.418,0.877,4.7e-05,0.211,-3.614,0.0866,125.283,4
353,Champagne,Marble Skies,Django Django,2018-01-26,283087,19,0.614,0.000512,0.614,0.901,4.5e-05,0.075,-5.974,0.0412,137.051,4
354,Life's a Beach,Django Django,Django Django,2012-01-23,185613,0,0.517,0.108,0.517,0.85,0.00212,0.129,-5.235,0.0385,172.933,4
355,Shake and Tremble,Shake and Tremble,Django Django,2015-04-27,259216,0,0.542,0.000388,0.542,0.928,0.0163,0.176,-3.681,0.0478,134.294,4
356,Man on Fire,Here,Edward Sharpe & The Magnetic Zeros,2012-05-28,258959,2,0.474,0.756,0.474,0.481,0.136,0.106,-11.837,0.0382,90.153,4
357,That's What's Up,Here,Edward Sharpe & The Magnetic Zeros,2012-05-28,232132,0,0.335,0.148,0.335,0.567,0.00467,0.105,-8.601,0.135,201.296,4
358,I Don't Wanna Pray,Here,Edward Sharpe & The Magnetic Zeros,2012-05-28,206785,0,0.798,0.902,0.798,0.538,0.00054,0.0921,-11.592,0.223,108.157,4
359,Better Days,Edward Sharpe & The Magnetic Zeros,Edward Sharpe & The Magnetic Zeros,2013-01-01,265266,36,0.541,0.35,0.541,0.884,0.0473,0.281,-6.272,0.101,97.188,4
360,Let's Get High,Edward Sharpe & The Magnetic Zeros,Edward Sharpe & The Magnetic Zeros,2013-01-01,390133,30,0.373,0.325,0.373,0.748,0.00215,0.401,-6.631,0.0371,94.776,4
361,Please!,Edward Sharpe & The Magnetic Zeros,Edward Sharpe & The Magnetic Zeros,2013-01-01,212840,30,0.445,0.773,0.445,0.424,0.0521,0.378,-9.292,0.027,72.934,4
362,The Deportees Club,Goodbye Cruel World,Elvis Costello & The Attractions,1984,174253,0,0.356,0.0295,0.356,0.942,0.0,0.185,-6.412,0.038,98.608,4
363,Ooh La La,Ooh La La,Faces,1973,214080,70,0.601,0.579,0.601,0.574,1.14e-05,0.216,-8.166,0.03,147.964,4
364,Pull the Catch,Dr. Boondigga & The Big BW,Fat Freddy's Drop,2009-08-07,314493,28,0.674,0.0167,0.674,0.501,0.109,0.0903,-9.255,0.0508,165.964,4
365,Blackbird,Blackbird (Deluxe),Fat Freddy's Drop,2014-03-17,567458,28,0.72,0.0377,0.72,0.791,0.73,0.504,-6.902,0.0361,95.01,4
366,Ernie,Based on a True Story,Fat Freddy's Drop,2005,437200,0,0.6,0.0672,0.6,0.365,0.585,0.0921,-13.083,0.0498,130.046,4
367,Peaches En Regalia,Hot Rats,Frank Zappa,1969-10-10,218893,2,0.389,0.259,0.389,0.688,0.833,0.0848,-11.616,0.029,101.856,4
368,This Is How It Goes,Perceptions Of Pacha,GoldFish,2009,425093,0,0.616,0.105,0.616,0.623,0.634,0.163,-10.409,0.04,125.022,4
369,Hold Tight,Perceptions Of Pacha,GoldFish,2009,391826,0,0.621,0.017,0.621,0.726,0.666,0.0963,-7.106,0.0539,127.022,4
370,Sold My Soul,Perceptions Of Pacha,GoldFish,2009-05-15,233440,0,0.678,0.0496,0.678,0.646,0.945,0.111,-9.559,0.0447,123.008,4
371,Muy Tranquilo,SB3,Gramatik,2010-07-29,233755,61,0.641,0.24,0.641,0.621,0.0299,0.175,-3.88,0.0524,89.926,4
372,Night Ride,City Club,The Growlers,2016-09-30,251374,0,0.613,0.0136,0.613,0.724,0.0,0.12,-4.798,0.0305,110.076,4
373,Sexual Healing,Rock With the Hot 8,Hot 8 Brass Band,2007-10-15,533000,47,0.559,0.102,0.559,0.597,0.0745,0.0671,-3.416,0.0529,102.593,4
374,Loud Places,In Colour,Jamie xx,2015-06-01,283066,2,0.647,0.00422,0.647,0.626,0.323,0.122,-10.753,0.0424,109.015,4
375,"The Harder They Come - From ""The Harder They Come"" Soundtrack",The Harder They Come,Jimmy Cliff,1972-01-01,219906,0,0.679,0.645,0.679,0.589,0.0,0.151,-8.01,0.0727,102.492,4
376,Busy Earnin',Jungle,Jungle,2014-07-14,181772,10,0.457,0.209,0.457,0.883,5.11e-06,0.0912,-5.61,0.0376,99.937,4
377,City Music,City Music,Kevin Morby,2017-06-16,404373,54,0.509,0.242,0.509,0.469,0.151,0.11,-7.103,0.0336,122.441,4
378,Harlem River,Harlem River,Kevin Morby,2013-11-26,555883,57,0.607,0.261,0.607,0.469,0.4,0.0953,-10.248,0.0297,118.669,4
379,Sonnentanz,Sonnentanz,Klangkarussell,2013-01-01,362813,33,0.813,0.327,0.813,0.389,0.909,0.0982,-10.209,0.12,119.955,4
380,Señora 1,Señoras,Los Valentina,2016-01-19,212000,0,0.678,0.00453,0.678,0.71,0.0511,0.133,-6.783,0.0289,128.999,4
381,Serpientes,Señoras,Los Valentina,2016-01-19,242422,0,0.717,0.0241,0.717,0.692,0.0398,0.0682,-5.464,0.0295,100.168,4
382,Danza de la Lluvia,Señoras,Los Valentina,2016-01-19,216000,0,0.565,0.00278,0.565,0.888,0.378,0.0702,-4.743,0.0315,144.045,4
383,Señora Civilizada,Señoras,Los Valentina,2016-01-19,222550,0,0.675,0.0325,0.675,0.639,1.37e-05,0.085,-5.827,0.0277,117.053,4
384,Alguna Solución,Señoras,Los Valentina,2016-01-19,270000,0,0.703,0.0017,0.703,0.725,0.0262,0.0751,-4.851,0.0306,120.031,4
385,Antes de Dormir,Señoras,Los Valentina,2016-01-19,262413,0,0.709,0.0114,0.709,0.573,0.48,0.317,-8.396,0.0305,98.119,4
386,Get On The Funk Train - Remastered,Get On The Funk Train (Remastered),Münich Machine,2012-05-11,942560,14,0.664,0.00492,0.664,0.782,0.152,0.0603,-4.983,0.115,127.081,4
387,Today More Than Any Other Day,More Than Any Other Day,Ought,2014-04-29,316376,25,0.391,0.0416,0.391,0.77,0.0466,0.0769,-6.069,0.368,174.484,4
388,Revolte,Berlin Calling (The Soundtrack by Paul Kalkbrenner),Paul Kalkbrenner,2013-07-12,159973,49,0.639,0.000273,0.639,0.423,0.865,0.117,-13.61,0.0637,133.022,4
389,Sky and Sand,Berlin Calling (The Soundtrack by Paul Kalkbrenner),Paul Kalkbrenner,2013-07-12,230500,68,0.791,0.6,0.791,0.329,0.863,0.193,-12.906,0.0592,127.021,4
390,Aaron,Berlin Calling (The Soundtrack by Paul Kalkbrenner),Paul Kalkbrenner,2013-07-12,353813,60,0.723,0.0755,0.723,0.387,0.861,0.0818,-12.039,0.279,111.98,4
391,Wiseman,Live & Direct: Acoustic Roots,Slightly Stoopid,2001-03-16,146400,59,0.717,0.735,0.717,0.373,0.0,0.303,-7.185,0.061,138.513,4
392,This Is the Day,London Town 1983-1993,The The,2001-11-22,297066,55,0.56,0.0131,0.56,0.875,0.000693,0.063,-4.483,0.0518,141.661,4
393,Cantaloop (Flip Fantasia),Hand On The Torch,Us3,1993-01-01,279360,54,0.851,0.109,0.851,0.651,1.2e-05,0.124,-11.515,0.0601,115.992,4
394,Empty Bones,Are You In Or Out?,The Growlers,2009-10-06,321920,0,0.578,0.72,0.578,0.788,0.0017,0.288,-7.168,0.0286,97.884,4
395,I'll Be Around,City Club,The Growlers,2016-09-30,287085,0,0.475,0.000833,0.475,0.899,1.1e-06,0.19,-3.347,0.056,92.101,4
396,The High Road,Broken Bells,Broken Bells,2010-03-01,232200,65,0.61,0.0682,0.61,0.637,6.12e-06,0.284,-6.574,0.0238,79.955,4
397,It's That Talk Again,It's That Talk Again,Broken Bells,2015-09-25,241333,53,0.659,0.0502,0.659,0.758,8.79e-05,0.0822,-6.424,0.0448,122.945,4
398,The Ghost Inside,Broken Bells,Broken Bells,2010-03-01,198040,58,0.869,0.0571,0.869,0.7,0.414,0.0691,-4.966,0.0419,103.983,4
399,October,Broken Bells,Broken Bells,2010-03-01,218106,49,0.546,0.123,0.546,0.627,3.68e-06,0.0923,-5.091,0.0276,143.996,4
400,After the Disco,After the Disco,Broken Bells,2014-01-13,219293,53,0.729,0.00226,0.729,0.74,0.0305,0.13,-5.444,0.0258,115.984,4
401,The Mall & Misery,Broken Bells,Broken Bells,2010-03-01,246973,44,0.585,0.364,0.585,0.653,0.0117,0.133,-6.473,0.0377,136.937,4
402,You Made Me So Very Happy,Soul Groover,Alton Ellis,2003,173893,0,0.791,0.627,0.791,0.493,2.78e-05,0.125,-7.803,0.112,83.645,4
403,Sentimiento Original,Gondwana,Gondwana,1997,292800,64,0.746,0.0147,0.746,0.602,0.0,0.0688,-8.825,0.102,86.586,4
404,A la par del amor,A la par del amor,Manu Chao,2017-06-23,272000,44,0.895,0.155,0.895,0.62,3.25e-06,0.0708,-6.968,0.303,88.529,4
405,You Wish,In A Space Outta Sound,Nightmares On Wax,2006-02-20,210466,63,0.774,0.72,0.774,0.244,0.915,0.379,-9.748,0.0299,103.464,4
406,Old Friends,Cardinal,Pinegrove,2016-02-12,207720,0,0.488,0.41,0.488,0.555,0.0,0.494,-7.315,0.0398,147.88,4
407,Goodbye Yellow Brick Road - Remastered 2014,Goodbye Yellow Brick Road (Remastered),Elton John,1973-10-05,192826,72,0.559,0.446,0.559,0.473,0.00141,0.154,-7.712,0.0279,121.227,4
408,Mr. White,The Universe Smiles Upon You,Khruangbin,2015-11-06,298440,56,0.625,0.483,0.625,0.499,0.87,0.305,-14.094,0.0742,88.223,4
409,Dern Kala,The Universe Smiles Upon You,Khruangbin,2015-11-06,219840,58,0.632,0.0177,0.632,0.646,0.88,0.116,-11.398,0.0385,87.325,4
410,Little Joe & Mary,The Universe Smiles Upon You,Khruangbin,2015-11-06,308066,50,0.586,0.37,0.586,0.426,0.852,0.376,-13.818,0.033,93.101,4
411,White Gloves,The Universe Smiles Upon You,Khruangbin,2015-11-06,218306,65,0.635,0.707,0.635,0.3,0.829,0.574,-13.957,0.0285,91.452,4
412,People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,2015-11-06,159013,63,0.551,0.043,0.551,0.648,0.655,0.41,-13.088,0.0627,109.209,4
413,The Man Who Took My Sunglasses,The Universe Smiles Upon You,Khruangbin,2015-11-06,133080,50,0.696,0.235,0.696,0.446,0.784,0.516,-13.816,0.0551,82.2,4
414,August Twelve,The Universe Smiles Upon You,Khruangbin,2015-11-06,373653,53,0.413,0.144,0.413,0.543,0.848,0.595,-15.417,0.0468,167.633,4
415,Balls and Pins,The Universe Smiles Upon You,Khruangbin,2015-11-06,208653,49,0.564,0.414,0.564,0.56,0.872,0.336,-12.512,0.0301,110.371,4
416,Zionsville,The Universe Smiles Upon You,Khruangbin,2015-11-06,251773,52,0.576,0.453,0.576,0.385,0.902,0.127,-15.286,0.0306,80.656,4
417,Passed You By,Freedom Is Free,Chicano Batman,2017-03-03,207732,0,0.336,0.166,0.336,0.795,0.163,0.238,-1.78,0.0278,82.508,4
418,Friendship (Is a Small Boat in a Storm),Freedom Is Free,Chicano Batman,2017-03-03,193811,0,0.407,0.284,0.407,0.94,7.68e-06,0.238,-0.89,0.0858,107.952,4
419,Angel Child,Freedom Is Free,Chicano Batman,2017-03-03,199480,0,0.489,0.314,0.489,0.747,0.672,0.0517,-4.412,0.039,124.317,4
420,Freedom is Free,Freedom Is Free,Chicano Batman,2017-03-03,243993,0,0.614,0.449,0.614,0.705,0.000242,0.0596,-2.942,0.0505,119.641,4
421,La Jura (Prelude),Freedom Is Free,Chicano Batman,2017-03-03,79464,0,0.538,0.929,0.538,0.434,0.305,0.0932,-2.216,0.035,145.289,4
422,La Jura,Freedom Is Free,Chicano Batman,2017-03-03,237745,0,0.357,0.0167,0.357,0.671,0.0017,0.325,-2.698,0.0523,182.447,4
423,Flecha Al Sol,Freedom Is Free,Chicano Batman,2017-03-03,160062,0,0.594,0.413,0.594,0.909,0.00013,0.0818,-2.979,0.116,150.473,4
424,Jealousy,Freedom Is Free,Chicano Batman,2017-03-03,218493,0,0.601,0.0444,0.601,0.634,0.0921,0.208,-2.747,0.0308,100.126,4
425,Right Off the Back,Freedom Is Free,Chicano Batman,2017-03-03,79283,0,0.73,0.161,0.73,0.917,0.724,0.187,-6.583,0.0363,119.237,4
426,Run,Freedom Is Free,Chicano Batman,2017-03-03,288339,0,0.358,0.34,0.358,0.711,0.504,0.162,-3.368,0.0702,190.16,3
427,The Taker Story,Freedom Is Free,Chicano Batman,2017-03-03,327764,0,0.746,0.251,0.746,0.522,8.36e-05,0.181,-5.939,0.0526,126.823,1
428,Area C,Freedom Is Free,Chicano Batman,2017-03-03,148649,0,0.729,0.976,0.729,0.454,0.938,0.142,-6.765,0.0275,118.358,4
429,Let It Happen,Currents,Tame Impala,2015-07-17,467586,74,0.602,0.00462,0.602,0.881,0.0266,0.111,-5.875,0.0443,125.012,4
430,Nangs,Currents,Tame Impala,2015-07-17,107533,61,0.536,0.159,0.536,0.526,0.847,0.128,-9.754,0.181,167.608,4
431,The Moment,Currents,Tame Impala,2015-07-17,255413,64,0.547,0.000296,0.547,0.827,0.101,0.0858,-6.036,0.0468,119.089,4
432,Yes I'm Changing,Currents,Tame Impala,2015-07-17,270680,69,0.373,0.108,0.373,0.609,0.000427,0.0755,-7.0,0.0316,179.955,4
433,Eventually,Currents,Tame Impala,2015-07-17,318591,66,0.424,0.0158,0.424,0.615,0.000389,0.0844,-6.217,0.0325,77.935,4
434,Gossip,Currents,Tame Impala,2015-07-17,55413,55,0.547,0.974,0.547,0.208,0.973,0.104,-17.949,0.0369,119.474,3
435,The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,84,0.64,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,4
436,Past Life,Currents,Tame Impala,2015-07-17,228040,59,0.371,0.211,0.371,0.778,0.00141,0.181,-7.196,0.0559,145.734,4
437,Disciples,Currents,Tame Impala,2015-07-17,108546,62,0.661,0.078,0.661,0.869,0.924,0.398,-5.477,0.0334,126.971,4
438,'Cause I'm A Man,Currents,Tame Impala,2015-07-17,241986,63,0.547,0.108,0.547,0.695,0.00301,0.14,-4.969,0.0337,144.684,4
439,Reality In Motion,Currents,Tame Impala,2015-07-17,252026,58,0.536,0.154,0.536,0.915,0.000788,0.372,-4.993,0.0581,115.037,4
440,Love/Paranoia,Currents,Tame Impala,2015-07-17,185773,61,0.502,0.0055,0.502,0.699,0.0,0.171,-5.528,0.0333,111.024,4
441,"New Person, Same Old Mistakes",Currents,Tame Impala,2015-07-17,363240,73,0.47,0.272,0.47,0.809,0.00671,0.0491,-6.74,0.0495,151.836,4
442,Serve The Song,In Mind,Real Estate,2017-03-17,193746,36,0.365,0.187,0.365,0.641,0.000699,0.104,-5.908,0.0311,171.924,4
443,Stained Glass,In Mind,Real Estate,2017-03-17,234400,36,0.52,9.54e-05,0.52,0.849,0.11,0.115,-5.328,0.0314,126.99,4
444,After The Moon,In Mind,Real Estate,2017-03-17,290533,32,0.334,0.616,0.334,0.315,2.76e-06,0.14,-9.777,0.0387,84.169,4
445,Two Arrows,In Mind,Real Estate,2017-03-17,410640,32,0.434,0.0284,0.434,0.724,0.611,0.0801,-5.519,0.0264,169.969,4
446,White Light,In Mind,Real Estate,2017-03-17,194960,35,0.439,0.00463,0.439,0.819,0.00033,0.134,-5.207,0.03,145.918,4
447,Holding Pattern,In Mind,Real Estate,2017-03-17,226373,32,0.686,0.137,0.686,0.483,0.00341,0.208,-7.015,0.0286,102.944,4
448,Time,In Mind,Real Estate,2017-03-17,229813,28,0.521,0.413,0.521,0.573,0.000735,0.252,-6.134,0.0316,119.187,4
449,Diamond Eyes,In Mind,Real Estate,2017-03-17,154359,29,0.634,0.0296,0.634,0.672,0.0,0.112,-7.664,0.0279,147.985,4
450,Same Sun,In Mind,Real Estate,2017-03-17,197653,30,0.615,0.0575,0.615,0.638,0.00595,0.135,-5.378,0.0249,102.003,4
451,Saturday,In Mind,Real Estate,2017-03-17,283026,48,0.525,0.0716,0.525,0.717,0.575,0.121,-6.06,0.0339,130.898,4
452,Lightenup,Parcels,Parcels,2018-10-12,237227,61,0.857,0.015,0.857,0.658,0.266,0.105,-9.8,0.0388,122.969,4
453,Withorwithout,Parcels,Parcels,2018-10-12,205048,57,0.803,0.642,0.803,0.662,0.901,0.151,-8.073,0.0308,105.012,4
454,Tape,Parcels,Parcels,2018-10-12,223552,44,0.831,0.231,0.831,0.504,0.0719,0.116,-9.183,0.0509,136.962,4
455,Everyroad,Parcels,Parcels,2018-10-12,515886,48,0.488,0.621,0.488,0.417,0.662,0.131,-12.078,0.0419,111.257,4
456,Yourfault,Parcels,Parcels,2018-10-12,219114,40,0.719,0.839,0.719,0.33,0.0194,0.61,-16.485,0.0799,144.016,4
457,Closetowhy,Parcels,Parcels,2018-10-12,330866,43,0.855,0.0148,0.855,0.578,0.587,0.0836,-11.366,0.042,109.995,4
458,IknowhowIfeel,Parcels,Parcels,2018-10-12,327399,56,0.856,0.386,0.856,0.511,0.0334,0.0985,-10.413,0.0365,114.985,4
459,Exotica,Parcels,Parcels,2018-10-12,312300,52,0.822,0.534,0.822,0.314,0.0192,0.165,-12.415,0.0421,117.984,4
460,Tieduprightnow,Parcels,Parcels,2018-10-12,181492,45,0.85,0.145,0.85,0.479,0.000472,0.0723,-9.617,0.0461,102.033,4
461,Bemyself,Parcels,Parcels,2018-10-12,147787,44,0.495,0.361,0.495,0.382,2.09e-06,0.724,-13.441,0.0301,209.637,3
462,Credits (feat. Dean Dawson),Parcels,Parcels,2018-10-12,216214,37,0.977,0.165,0.977,0.499,0.0,0.243,-9.662,0.128,115.015,4
463,oh baby,american dream,LCD Soundsystem,2017-10-06,349693,39,0.581,0.0196,0.581,0.623,0.626,0.653,-12.005,0.0351,169.443,4
464,other voices,american dream,LCD Soundsystem,2017-10-06,403346,34,0.722,0.00198,0.722,0.684,0.629,0.0759,-10.322,0.0577,124.332,4
465,i used to,american dream,LCD Soundsystem,2017-10-06,332386,35,0.625,0.00598,0.625,0.742,0.00288,0.0921,-7.913,0.0285,112.639,4
466,change yr mind,american dream,LCD Soundsystem,2017-10-06,297546,33,0.762,0.0168,0.762,0.849,0.514,0.087,-8.468,0.0561,105.008,4
467,how do you sleep?,american dream,LCD Soundsystem,2017-10-06,552240,36,0.64,0.00428,0.64,0.566,0.101,0.15,-9.059,0.0325,105.926,4
468,tonite,american dream,LCD Soundsystem,2017-10-06,347346,35,0.766,0.0692,0.766,0.787,0.00466,0.434,-8.284,0.0565,121.105,4
469,call the police,american dream,LCD Soundsystem,2017-10-06,418773,35,0.38,9.25e-05,0.38,0.727,0.00488,0.0744,-6.477,0.0435,151.012,4
470,american dream,american dream,LCD Soundsystem,2017-10-06,366786,36,0.291,0.0515,0.291,0.538,0.00401,0.207,-8.37,0.0314,202.026,3
471,emotional haircut,american dream,LCD Soundsystem,2017-10-06,329213,31,0.626,0.00342,0.626,0.949,0.642,0.104,-7.061,0.113,150.503,4
472,black screen,american dream,LCD Soundsystem,2017-10-06,728360,32,0.584,0.321,0.584,0.433,0.923,0.0912,-14.59,0.0253,100.01,4
473,pulse (v.1),american dream,LCD Soundsystem,2017-10-06,822640,27,0.709,0.457,0.709,0.687,0.837,0.0951,-12.527,0.0394,112.184,1
474,The Club,I Don't Run,Hinds,2018-04-06,197373,33,0.377,0.0381,0.377,0.913,0.19,0.109,-4.269,0.133,125.947,4
475,Soberland,I Don't Run,Hinds,2018-04-06,165573,23,0.458,0.33,0.458,0.849,0.0554,0.257,-4.954,0.0356,93.777,4
476,Linda,I Don't Run,Hinds,2018-04-06,214666,26,0.501,0.442,0.501,0.661,0.724,0.112,-7.859,0.0256,106.173,4
477,New For You,I Don't Run,Hinds,2018-04-06,206173,24,0.482,0.157,0.482,0.869,2.59e-06,0.076,-4.085,0.0462,122.192,4
478,Echoing My Name,I Don't Run,Hinds,2018-04-06,216773,17,0.549,0.585,0.549,0.672,1.74e-06,0.122,-6.127,0.0352,121.891,4
479,Tester,I Don't Run,Hinds,2018-04-06,234493,21,0.306,0.255,0.306,0.733,0.0,0.161,-5.888,0.0485,143.167,4
480,Finally Floating,I Don't Run,Hinds,2018-04-06,246346,19,0.368,0.0708,0.368,0.823,0.000718,0.128,-5.531,0.0652,117.258,4
481,I Feel Cold But I Feel More,I Don't Run,Hinds,2018-04-06,231933,15,0.363,0.443,0.363,0.672,0.0978,0.394,-7.355,0.0329,89.764,4
482,To The Morning Light,I Don't Run,Hinds,2018-04-06,221506,15,0.437,0.00482,0.437,0.862,3.29e-05,0.336,-6.086,0.0554,138.043,4
483,Rookie,I Don't Run,Hinds,2018-04-06,193826,15,0.193,0.000101,0.193,0.73,0.00168,0.259,-6.067,0.045,90.352,4
484,Ma Nuit,I Don't Run,Hinds,2018-04-06,257636,16,0.328,0.848,0.328,0.209,1.42e-05,0.108,-16.871,0.029,95.476,4
485,My Old Man,This Old Dog,Mac DeMarco,2017-05-05,221653,56,0.658,0.677,0.658,0.575,0.253,0.0985,-11.493,0.0332,149.274,4
486,This Old Dog,This Old Dog,Mac DeMarco,2017-05-05,150546,58,0.749,0.219,0.749,0.401,0.0931,0.206,-10.856,0.0391,138.811,4
487,Baby You're Out,This Old Dog,Mac DeMarco,2017-05-05,157720,49,0.717,0.43,0.717,0.581,0.289,0.0947,-10.52,0.0487,93.001,4
488,For the First Time,This Old Dog,Mac DeMarco,2017-05-05,182306,66,0.551,0.299,0.551,0.529,0.00674,0.178,-10.469,0.0517,75.515,4
489,One Another,This Old Dog,Mac DeMarco,2017-05-05,166213,57,0.82,0.196,0.82,0.579,0.184,0.113,-9.601,0.0279,104.928,4
490,Still Beating,This Old Dog,Mac DeMarco,2017-05-05,181586,68,0.709,0.581,0.709,0.496,0.195,0.151,-10.528,0.0417,78.477,4
491,Sister,This Old Dog,Mac DeMarco,2017-05-05,78066,46,0.696,0.985,0.696,0.0209,0.102,0.109,-18.118,0.0608,126.146,4
492,Dreams from Yesterday,This Old Dog,Mac DeMarco,2017-05-05,207160,48,0.857,0.0611,0.857,0.368,0.000548,0.0703,-10.87,0.0409,97.513,4
493,A Wolf Who Wears Sheeps Clothes,This Old Dog,Mac DeMarco,2017-05-05,169066,53,0.828,0.276,0.828,0.538,0.0485,0.0828,-8.559,0.0383,115.046,4
494,One More Love Song,This Old Dog,Mac DeMarco,2017-05-05,241066,58,0.693,0.77,0.693,0.322,0.506,0.0939,-11.224,0.0314,141.042,4
495,On the Level,This Old Dog,Mac DeMarco,2017-05-05,227653,63,0.573,0.0944,0.573,0.473,0.397,0.199,-10.839,0.0268,77.494,4
496,Moonlight on the River,This Old Dog,Mac DeMarco,2017-05-05,422613,60,0.662,0.252,0.662,0.478,0.833,0.216,-8.631,0.0453,139.982,4
497,Watching Him Fade Away,This Old Dog,Mac DeMarco,2017-05-05,143080,48,0.741,0.981,0.741,0.072,0.00698,0.111,-17.984,0.0713,139.089,4
498,You Are Here,There's a Riot Going On,Yo La Tengo,2018-03-16,343546,0,0.558,0.774,0.558,0.579,0.965,0.0952,-12.066,0.0312,115.491,4
499,Shades of Blue,There's a Riot Going On,Yo La Tengo,2018-03-16,171400,0,0.695,0.859,0.695,0.445,0.264,0.102,-8.605,0.0278,124.014,3
500,"She May, She Might",There's a Riot Going On,Yo La Tengo,2018-03-16,322866,0,0.562,0.937,0.562,0.707,0.922,0.0926,-11.111,0.031,120.143,4
501,For You Too,There's a Riot Going On,Yo La Tengo,2018-03-16,253693,0,0.545,0.772,0.545,0.905,0.888,0.108,-7.963,0.0309,137.43,4
502,Ashes,There's a Riot Going On,Yo La Tengo,2018-03-16,212746,0,0.699,0.903,0.699,0.235,0.727,0.0987,-12.52,0.0275,80.054,3
503,Polynesia #1,There's a Riot Going On,Yo La Tengo,2018-03-16,145520,0,0.577,0.942,0.577,0.364,0.0256,0.127,-13.162,0.0298,113.807,4
504,Dream Dream Away,There's a Riot Going On,Yo La Tengo,2018-03-16,349973,0,0.238,0.96,0.238,0.367,0.892,0.123,-17.182,0.0843,75.156,4
505,Shortwave,There's a Riot Going On,Yo La Tengo,2018-03-16,344053,0,0.117,0.942,0.117,0.134,0.951,0.095,-17.833,0.0491,149.497,3
506,Above the Sound,There's a Riot Going On,Yo La Tengo,2018-03-16,341093,0,0.574,0.9,0.574,0.574,0.755,0.0654,-11.362,0.0426,79.812,4
507,Let's Do It Wrong,There's a Riot Going On,Yo La Tengo,2018-03-16,213720,0,0.632,0.938,0.632,0.378,0.848,0.162,-12.234,0.037,94.155,4
508,What Chance Have I Got,There's a Riot Going On,Yo La Tengo,2018-03-16,185800,0,0.445,0.545,0.445,0.357,0.482,0.102,-15.933,0.0523,184.505,4
509,Esportes Casual,There's a Riot Going On,Yo La Tengo,2018-03-16,85786,0,0.726,0.664,0.726,0.524,0.88,0.121,-11.169,0.038,91.154,4
510,Forever,There's a Riot Going On,Yo La Tengo,2018-03-16,259893,0,0.361,0.671,0.361,0.336,0.561,0.405,-18.83,0.0428,78.456,4
511,Out of the Pool,There's a Riot Going On,Yo La Tengo,2018-03-16,166066,0,0.634,0.79,0.634,0.668,0.874,0.139,-10.754,0.0341,98.041,4
512,Here You Are,There's a Riot Going On,Yo La Tengo,2018-03-16,415760,0,0.637,0.826,0.637,0.423,0.939,0.0889,-11.934,0.0496,117.551,4
513,She Works Out Too Much,Little Dark Age,MGMT,2018-02-09,278386,54,0.633,0.00596,0.633,0.919,0.273,0.43,-6.208,0.0343,147.97,4
514,Little Dark Age,Little Dark Age,MGMT,2018-02-09,299960,80,0.705,0.0102,0.705,0.712,0.000855,0.1,-6.156,0.0385,97.512,4
515,When You Die,Little Dark Age,MGMT,2018-02-09,263880,69,0.645,0.0946,0.645,0.938,0.0226,0.159,-4.557,0.0391,140.886,4
516,Me and Michael,Little Dark Age,MGMT,2018-02-09,289853,62,0.628,0.0285,0.628,0.841,0.00332,0.254,-4.583,0.0268,111.985,4
517,TSLAMP,Little Dark Age,MGMT,2018-02-09,270013,52,0.602,0.22,0.602,0.879,0.000236,0.107,-5.283,0.0994,174.11,4
518,James,Little Dark Age,MGMT,2018-02-09,232173,48,0.515,0.123,0.515,0.898,0.38,0.199,-6.682,0.0291,113.983,4
519,Days That Got Away,Little Dark Age,MGMT,2018-02-09,284546,47,0.667,0.0512,0.667,0.782,0.896,0.645,-7.681,0.0318,132.983,3
